,team,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value
8,Manchester United,Defender Centre-Back,186.0,21.0,34,0.0,0.0,0.130529369,0.0,0.0,0.0,0.0,2758,47,13,0,2000000,2000000
10,Manchester United,Defender Left-Back,169.0,23.0,89,0.012619181,0.063095906,0.227145261,0.0,0.0,0.0,0.0,7132,182,15,3,22000000,22000000
11,Manchester United,Defender Left-Back,180.0,22.0,34,0.0,0.033507074,0.335070737,0.0,0.0,0.0,0.0,2686,175,28,1,10000000,12000000
12,Manchester United,Defender Right-Back,183.0,24.0,72,0.032292788,0.048439182,0.226049516,0.0,0.0,0.0,0.0,5574,328,49,3,35000000,35000000
15,Manchester United,midfield-DefensiveMidfield,191.0,26.0,76,0.096010241,0.038404096,0.384040964,0.0,0.0,0.0,0.0,4687,249,53,2,25000000,35000000
20,Manchester United,midfield-CentralMidfield,181.0,20.0,39,0.129124821,0.06456241,0.225968436,0.0,0.0,0.0,0.0,2788,0,0,1,800000,800000
21,Manchester United,midfield-CentralMidfield,175.0,18.0,51,0.153758542,0.102505695,0.0,0.0,0.0,0.0,0.0,3512,0,0,1,800000,800000
25,Manchester United,Attack-LeftWinger,178.0,21.0,63,0.236220472,0.206692913,0.029527559,0.0,0.029527559,0.0,0.0,3048,0,0,1,25000000,25000000
31,Manchester United,Attack Centre-Forward,197.0,30.0,93,0.270635995,0.148849797,0.148849797,0.0,0.0,0.0,0.0,6651,46,7,4,14000000,30000000
34,West Ham United,Defender Centre-Back,190.0,27.0,70,0.086970527,0.043485263,0.144950878,0.0,0.014495088,0.0,0.0,6209,286,49,4,32000000,32000000
37,West Ham United,Defender Centre-Back,191.0,35.0,42,0.027059531,0.0,0.108238124,0.0,0.0,0.0,0.0,3326,664,87,5,1000000,13000000
38,West Ham United,Defender Left-Back,176.0,28.0,71,0.051516886,0.068689181,0.120206068,0.0,0.017172295,0.0,0.0,5241,289,37,7,12000000,30000000
39,West Ham United,Defender Left-Back,170.0,33.0,80,0.028033017,0.140165083,0.112132067,0.0,0.028033017,0.0,0.0,6421,226,31,1,2500000,12000000
40,West Ham United,Defender Right-Back,184.0,23.0,64,0.019543974,0.019543974,0.058631922,0.0,0.0,0.0,0.0,4605,7,1,1,12000000,12000000
41,West Ham United,Defender Right-Back,179.0,30.0,72,0.0,0.094076655,0.156794425,0.015679443,0.0,0.0,0.0,5740,122,25,5,9000000,12000000
44,West Ham United,midfield-CentralMidfield,178.0,24.0,74,0.019876325,0.03975265,0.337897527,0.019876325,0.0,0.0,0.0,4528,0,0,1,8000000,8000000
46,West Ham United,midfield-AttackingMidfield,178.0,27.0,104,0.193005609,0.133619268,0.074232926,0.0,0.0,0.0,0.0,6062,18,3,2,25000000,30000000
47,West Ham United,midfield-AttackingMidfield,167.0,30.0,69,0.220102715,0.110051357,0.176082172,0.0,0.0,0.0,0.0,4089,555,72,3,8000000,20000000
48,West Ham United,Attack-LeftWinger,172.0,27.0,100,0.350076104,0.167427702,0.0304414,0.0,0.0,0.0,0.0,5913,14,2,1,22000000,25000000
49,West Ham United,Attack-LeftWinger,179.0,26.0,51,0.310463779,0.241471828,0.103487926,0.034495975,0.0,0.0,0.0,2609,71,23,1,15000000,18000000
53,West Ham United,Attack Centre-Forward,180.0,33.0,95,0.36021346,0.213459828,0.146753632,0.013341239,0.0,0.0,0.0,6746,578,65,3,9000000,18000000
57,Leicester City,Defender Centre-Back,187.0,25.0,78,0.064249001,0.0256996,0.102798401,0.0128498,0.0,0.0,0.0,7004,14,2,2,20000000,20000000
59,Leicester City,Defender Centre-Back,198.0,24.0,40,0.026362039,0.052724077,0.237258348,0.0,0.0,0.0,0.0,3414,339,48,0,15000000,15000000
60,Leicester City,Defender Centre-Back,186.0,28.0,64,0.017612524,0.0,0.088062622,0.0,0.0,0.0,0.0,5110,760,95,6,15000000,15000000
63,Leicester City,Defender Left-Back,181.0,20.0,71,0.016568483,0.099410898,0.231958763,0.0,0.0,0.0,0.0,5432,90,10,1,12000000,12000000
64,Leicester City,Defender Left-Back,181.0,21.0,57,0.0,0.0414651,0.186592951,0.0,0.0,0.0,0.0,4341,0,0,2,10000000,12000000
66,Leicester City,Defender Right-Back,185.0,27.0,78,0.042472865,0.056630486,0.070788108,0.0,0.0,0.0,0.0,6357,235,30,1,28000000,28000000
67,Leicester City,Defender Right-Back,183.0,25.0,35,0.032350827,0.032350827,0.0,0.0,0.0,0.0,0.0,2782,535,79,2,25000000,25000000
70,Leicester City,midfield-DefensiveMidfield,188.0,24.0,59,0.0,0.02538787,0.279266573,0.0,0.0,0.0,0.0,3545,0,0,2,20000000,28000000
73,Leicester City,midfield-CentralMidfield,178.0,24.0,78,0.079491256,0.079491256,0.143084261,0.015898251,0.0,0.0,0.0,5661,4,1,1,25000000,25000000
76,Leicester City,Attack-LeftWinger,182.0,25.0,88,0.334987593,0.237282878,0.069789082,0.0,0.0,0.0,0.0,6448,122,16,2,32000000,35000000
77,Leicester City,Attack-RightWinger,175.0,23.0,72,0.381016043,0.240641711,0.160427807,0.0,0.0,0.0,0.0,4488,0,0,4,25000000,28000000
80,Leicester City,Attack Centre-Forward,179.0,36.0,75,0.465901418,0.141796084,0.081026334,0.0,0.0,0.0,0.0,4443,198,37,8,4000000,20000000
86,Aston Villa,Defender Centre-Back,196.0,30.0,74,0.027485112,0.068712781,0.24736601,0.0,0.0,0.0,0.0,6549,635,86,0,25000000,32000000
87,Aston Villa,Defender Centre-Back,183.0,25.0,70,0.030176027,0.0,0.150880134,0.015088013,0.015088013,0.0,0.0,5965,85,5,1,22000000,25000000
89,Aston Villa,Defender Left-Back,179.0,29.0,83,0.073266037,0.161185282,0.146532074,0.0,0.014653207,0.0,0.0,6142,72,12,2,20000000,20000000
91,Aston Villa,Defender Right-Back,185.0,25.0,68,0.066018705,0.082523382,0.198056116,0.0,0.0,0.0,0.0,5453,120,19,1,22000000,25000000
92,Aston Villa,Defender Right-Back,175.0,37.0,57,0.025366404,0.050732807,0.27903044,0.0,0.0,0.0,0.0,3548,510,73,8,1000000,27000000
93,Aston Villa,midfield-DefensiveMidfield,184.0,23.0,74,0.015695849,0.031391699,0.21974189,0.0,0.0,0.0,0.0,5734,188,33,0,25000000,37000000
94,Aston Villa,midfield-DefensiveMidfield,188.0,28.0,60,0.080910998,0.107881331,0.107881331,0.0,0.026970333,0.0,0.0,3337,114,18,6,17000000,32000000
95,Aston Villa,midfield-CentralMidfield,177.0,25.0,75,0.13482024,0.13482024,0.224700399,0.0,0.014980027,0.0,0.0,6008,64,7,1,35000000,38000000
96,Aston Villa,midfield-CentralMidfield,180.0,22.0,73,0.203351535,0.152513651,0.203351535,0.0,0.0,0.0,0.0,5311,46,4,0,32000000,32000000
97,Aston Villa,midfield-CentralMidfield,178.0,28.0,72,0.059396139,0.103943244,0.222735522,0.0,0.0,0.0,0.0,6061,327,37,3,27000000,32000000
100,Aston Villa,Attack-RightWinger,172.0,26.0,78,0.177475898,0.177475898,0.019719544,0.0,0.0,0.0,0.0,4564,176,24,3,28000000,35000000
102,Aston Villa,Attack Centre-Forward,180.0,27.0,76,0.382075472,0.113207547,0.155660377,0.0,0.0,0.0,0.0,6360,0,0,1,32000000,35000000
107,Wolverhampton Wanderers,Defender Centre-Back,194.0,26.0,75,0.013398839,0.0,0.093791871,0.0,0.0,0.0,0.0,6717,39,6,0,25000000,25000000
109,Wolverhampton Wanderers,Defender Centre-Back,188.0,33.0,80,0.081032413,0.027010804,0.18907563,0.0,0.013505402,0.0,0.0,6664,85,15,1,2500000,8000000
110,Wolverhampton Wanderers,Defender Centre-Back,187.0,24.0,47,0.05132592,0.0,0.282292558,0.02566296,0.0,0.0,0.0,3507,0,0,0,2500000,2500000
111,Wolverhampton Wanderers,Defender Left-Back,180.0,21.0,54,0.074074074,0.172839506,0.197530864,0.0,0.0,0.0,0.0,3645,210,28,0,22000000,22000000
112,Wolverhampton Wanderers,Defender Left-Back,175.0,29.0,36,0.103014117,0.0,0.171690195,0.0,0.034338039,0.0,0.0,2621,617,69,1,17000000,20000000
113,Wolverhampton Wanderers,Defender Left-Back,180.0,20.0,46,0.110735158,0.276837896,0.083051369,0.0,0.0,0.0,0.0,3251,13,0,0,200000,200000
116,Wolverhampton Wanderers,midfield-DefensiveMidfield,184.0,29.0,77,0.054479419,0.036319613,0.163438257,0.036319613,0.018159806,0.0,0.0,4956,304,51,5,10000000,15000000
117,Wolverhampton Wanderers,midfield-DefensiveMidfield,183.0,21.0,43,0.072727273,0.072727273,0.327272727,0.036363636,0.0,0.0,0.0,2475,148,24,0,5000000,5000000
122,Wolverhampton Wanderers,Attack-LeftWinger,165.0,27.0,67,0.289311546,0.096437182,0.192874364,0.0,0.0,0.0,0.0,3733,394,59,3,20000000,25000000
129,Wolverhampton Wanderers,Attack Centre-Forward,177.0,27.0,66,0.238165246,0.132314025,0.079388415,0.0,0.0,0.0,0.0,3401,418,56,8,12000000,16000000
135,Southampton FC,Defender Centre-Back,190.0,21.0,52,0.0,0.043457267,0.195557702,0.0,0.0,0.0,0.0,4142,93,16,1,20000000,20000000
136,Southampton FC,Defender Centre-Back,188.0,24.0,65,0.015842281,0.015842281,0.221791938,0.015842281,0.0,0.0,0.0,5681,224,37,0,18000000,18000000
137,Southampton FC,Defender Centre-Back,192.0,26.0,58,0.078568311,0.019642078,0.216062855,0.019642078,0.0,0.0,0.0,4582,26,3,7,14000000,25000000
138,Southampton FC,Defender Centre-Back,189.0,27.0,61,0.073454397,0.0,0.275453989,0.0,0.0,0.0,0.0,4901,0,0,2,14000000,25000000
139,Southampton FC,Defender Centre-Back,187.0,26.0,48,0.029605263,0.059210526,0.266447368,0.0,0.0,0.0,0.0,3040,516,69,0,4000000,8000000
140,Southampton FC,Defender Left-Back,173.0,25.0,59,0.105312427,0.063187456,0.210624854,0.0,0.0,0.0,0.0,4273,0,0,0,12000000,12000000
142,Southampton FC,Defender Right-Back,173.0,26.0,75,0.0444152,0.059220266,0.162855733,0.0,0.0,0.0,0.0,6079,147,22,1,25000000,25000000
143,Southampton FC,Defender Right-Back,173.0,20.0,35,0.03611557,0.07223114,0.07223114,0.0,0.0,0.0,0.0,2492,381,47,0,25000000,25000000
144,Southampton FC,Defender Right-Back,178.0,25.0,83,0.036784741,0.122615804,0.110354223,0.0,0.0,0.0,0.0,7340,43,8,1,3000000,3000000
145,Southampton FC,midfield-DefensiveMidfield,181.0,19.0,65,0.035622403,0.053433604,0.231545616,0.017811201,0.0,0.0,0.0,5053,55,8,4,25000000,25000000
146,Southampton FC,midfield-DefensiveMidfield,179.0,24.0,56,0.031446541,0.062893082,0.314465409,0.0,0.0,0.0,0.0,2862,76,13,0,8000000,15000000
147,Southampton FC,midfield-CentralMidfield,177.0,28.0,87,0.256343863,0.151475919,0.116519938,0.0,0.011651994,0.0,0.0,7724,95,11,0,38000000,38000000
149,Southampton FC,midfield-CentralMidfield,183.0,31.0,65,0.133293839,0.053317536,0.186611374,0.0,0.0,0.0,0.0,3376,259,39,8,6000000,8000000
150,Southampton FC,midfield-RightMidfield,180.0,25.0,50,0.0,0.062348459,0.124696917,0.0,0.0,0.0,0.0,2887,97,17,7,8000000,18000000
151,Southampton FC,midfield-AttackingMidfield,183.0,26.0,85,0.162401575,0.147637795,0.162401575,0.0,0.0,0.0,0.0,6096,124,23,2,15000000,15000000
152,Southampton FC,Attack-LeftWinger,175.0,21.0,66,0.24623803,0.184678523,0.184678523,0.0,0.0,0.0,0.0,2924,90,18,0,22000000,22000000
153,Southampton FC,Attack-LeftWinger,178.0,28.0,71,0.169918188,0.113278792,0.151038389,0.0,0.0,0.0,0.0,4767,102,19,8,12000000,15000000
155,Southampton FC,Attack-LeftWinger,179.0,30.0,82,0.484186501,0.205412455,0.044016955,0.0,0.0,0.0,0.0,6134,16,3,7,7000000,12000000
156,Southampton FC,Attack-LeftWinger,181.0,20.0,45,0.139157325,0.104367994,0.034789331,0.0,0.0,0.0,0.0,2587,0,0,4,7000000,7000000
158,Southampton FC,Attack Centre-Forward,179.0,26.0,68,0.359042553,0.119680851,0.019946809,0.0,0.0,0.0,0.0,4512,19,1,1,22000000,22000000
160,Southampton FC,Attack Centre-Forward,173.0,26.0,68,0.118858954,0.095087163,0.071315372,0.0,0.0,0.0,0.0,3786,26,5,3,12000000,18000000
165,Brighton &amp; Hove Albion,Defender Centre-Back,190.0,28.0,57,0.068737271,0.022912424,0.160386965,0.0,0.0,0.0,0.0,3928,447,63,0,22000000,22000000
166,Brighton &amp; Hove Albion,Defender Centre-Back,192.0,31.0,73,0.041802137,0.0,0.111472364,0.0,0.013934046,0.0,0.0,6459,78,12,1,18000000,27000000
167,Brighton &amp; Hove Albion,Defender Centre-Back,187.0,20.0,56,0.040277467,0.080554934,0.140971134,0.0,0.0,0.0,0.0,4469,97,16,0,16000000,16000000
168,Brighton &amp; Hove Albion,Defender Centre-Back,189.0,22.0,47,0.025996534,0.025996534,0.389948007,0.0,0.025996534,0.0,0.0,3462,0,0,0,4000000,5000000
169,Brighton &amp; Hove Albion,Defender Left-Back,175.0,25.0,82,0.01663586,0.166358595,0.149722736,0.0,0.0,0.0,0.0,5410,191,30,1,20000000,20000000
170,Brighton &amp; Hove Albion,Defender Right-Back,163.0,22.0,58,0.034103827,0.102311482,0.170519136,0.0,0.0,0.0,0.0,2639,383,53,1,15000000,18000000
171,Brighton &amp; Hove Albion,Defender Right-Back,184.0,31.0,72,0.032948929,0.032948929,0.21416804,0.0,0.0,0.0,0.0,5463,584,76,7,10000000,10000000
175,Brighton &amp; Hove Albion,midfield-CentralMidfield,170.0,21.0,45,0.0,0.131004367,0.098253275,0.0,0.0,0.0,0.0,2748,169,25,2,9000000,15000000
176,Brighton &amp; Hove Albion,midfield-CentralMidfield,181.0,31.0,77,0.173132414,0.201987817,0.100993908,0.0,0.0,0.0,0.0,6238,149,20,3,8000000,12000000
181,Brighton &amp; Hove Albion,Attack-LeftWinger,178.0,26.0,70,0.348237317,0.232158212,0.096732588,0.0,0.0,0.0,0.0,4652,37,6,3,22000000,22000000
182,Brighton &amp; Hove Albion,Attack-RightWinger,180.0,28.0,72,0.139184226,0.173980282,0.052194085,0.0,0.0,0.0,0.0,5173,264,34,0,18000000,18000000
190,Everton FC,Defender Centre-Back,185.0,30.0,77,0.026381357,0.039572036,0.237432215,0.0,0.0,0.0,0.0,6823,169,17,1,22000000,28000000
191,Everton FC,Defender Centre-Back,185.0,30.0,67,0.091540939,0.015256823,0.091540939,0.0,0.0,0.0,0.0,5899,18,1,2,18000000,25000000
192,Everton FC,Defender Centre-Back,184.0,25.0,42,0.0,0.027043269,0.270432692,0.0,0.0,0.0,0.0,3328,146,22,2,15000000,25000000
193,Everton FC,Defender Centre-Back,187.0,26.0,38,0.088437602,0.029479201,0.235833606,0.029479201,0.029479201,0.0,0.0,3053,178,24,2,12000000,20000000
195,Everton FC,Defender Centre-Back,188.0,30.0,52,0.081008101,0.081008101,0.04050405,0.020252025,0.0,0.0,0.0,4444,47,8,2,10000000,30000000
196,Everton FC,Defender Left-Back,180.0,24.0,72,0.015355741,0.046067224,0.107490189,0.0,0.0,0.0,0.0,5861,125,22,4,22000000,22000000
199,Everton FC,Defender Right-Back,177.0,34.0,60,0.037113402,0.018556701,0.092783505,0.0,0.0,0.0,0.0,4850,732,92,0,1200000,19000000
201,Everton FC,midfield-DefensiveMidfield,182.0,22.0,67,0.072712583,0.199959604,0.21813775,0.0,0.0,0.0,0.0,4951,100,9,0,14000000,14000000
202,Everton FC,midfield-CentralMidfield,183.0,30.0,61,0.141764176,0.121512151,0.263276328,0.0,0.020252025,0.0,0.0,4444,405,49,0,12000000,25000000
205,Everton FC,midfield-AttackingMidfield,183.0,27.0,73,0.077653149,0.186367558,0.04659189,0.0,0.0,0.0,0.0,5795,87,13,3,25000000,32000000
206,Everton FC,Attack-LeftWinger,183.0,26.0,75,0.201342282,0.100671141,0.100671141,0.0,0.0,0.0,0.0,5364,31,4,1,20000000,22000000
207,Everton FC,Attack-LeftWinger,183.0,23.0,79,0.106544901,0.060882801,0.106544901,0.0,0.0,0.0,0.0,5913,41,4,0,18000000,25000000
210,Everton FC,Attack Centre-Forward,173.0,26.0,64,0.23891691,0.071675073,0.262808601,0.0,0.0,0.0,0.0,3767,316,38,0,13000000,22000000
211,Everton FC,Attack Centre-Forward,191.0,22.0,54,0.413096695,0.110159119,0.055079559,0.0,0.0,0.0,0.0,3268,40,8,2,4000000,4000000
215,Nottingham Forest,Defender Centre-Back,190.0,27.0,47,0.09042954,0.0,0.067822155,0.0,0.0,0.0,0.0,3981,237,35,0,18000000,18000000
216,Nottingham Forest,Defender Centre-Back,189.0,26.0,75,0.027989426,0.041984139,0.167936557,0.0,0.0,0.0,0.0,6431,372,40,0,10000000,10000000
217,Nottingham Forest,Defender Centre-Back,190.0,26.0,80,0.026682479,0.013341239,0.213459828,0.0,0.0,0.0,0.0,6746,267,51,0,8000000,10000000
219,Nottingham Forest,Defender Centre-Back,185.0,32.0,38,0.0,0.0,0.172634271,0.0,0.0,0.0,0.0,3128,233,24,2,3000000,12000000
223,Nottingham Forest,Defender Left-Back,183.0,27.0,69,0.104026199,0.156039299,0.121363899,0.0,0.0,0.0,0.0,5191,12,3,1,3500000,3500000
224,Nottingham Forest,Defender Right-Back,183.0,22.0,59,0.070057084,0.140114167,0.210171251,0.0,0.0,0.0,0.0,3854,105,17,4,18000000,18000000
225,Nottingham Forest,Defender Right-Back,187.0,23.0,38,0.035447026,0.070894053,0.425364317,0.0,0.0,0.0,0.0,2539,277,31,0,7000000,8000000
228,Nottingham Forest,midfield-DefensiveMidfield,189.0,33.0,53,0.055197792,0.027598896,0.165593376,0.0,0.0,0.0,0.0,3261,360,49,7,3000000,12000000
229,Nottingham Forest,midfield-DefensiveMidfield,177.0,33.0,62,0.081855389,0.020463847,0.245566166,0.020463847,0.0,0.0,0.0,4398,172,29,1,800000,7500000
230,Nottingham Forest,midfield-CentralMidfield,178.0,25.0,61,0.046607975,0.116519938,0.163127913,0.023303988,0.0,0.0,0.0,3862,273,25,1,12000000,22000000
231,Nottingham Forest,midfield-CentralMidfield,180.0,31.0,76,0.029464724,0.088394173,0.220985431,0.0,0.0,0.0,0.0,6109,18,5,0,10000000,25000000
232,Nottingham Forest,midfield-CentralMidfield,190.0,25.0,82,0.150501672,0.054727881,0.177865613,0.0,0.0,0.0,0.0,6578,86,15,0,8000000,8000000
233,Nottingham Forest,midfield-CentralMidfield,184.0,31.0,39,0.06360424,0.09540636,0.222614841,0.03180212,0.0,0.0,0.0,2830,419,55,2,7000000,18000000
236,Nottingham Forest,midfield-AttackingMidfield,178.0,23.0,80,0.248695118,0.248695118,0.179613141,0.013816395,0.0,0.0,0.0,6514,253,35,2,30000000,30000000
237,Nottingham Forest,midfield-AttackingMidfield,179.0,22.0,97,0.331765603,0.137282319,0.114401932,0.0,0.0,0.0,0.0,7867,0,0,0,30000000,30000000
243,Nottingham Forest,Attack Centre-Forward,175.0,25.0,62,0.281030445,0.210772834,0.234192037,0.023419204,0.0,0.0,0.0,3843,117,5,3,10000000,17000000
244,Nottingham Forest,Attack Centre-Forward,191.0,31.0,67,0.205792683,0.0,0.022865854,0.0,0.0,0.0,0.0,3936,278,38,8,10000000,18000000
250,Leeds United,Defender Centre-Back,191.0,26.0,60,0.0,0.0,0.178217822,0.0,0.0,0.0,0.0,5050,295,49,0,18000000,18000000
252,Leeds United,Defender Centre-Back,186.0,31.0,42,0.052832404,0.026416202,0.264162019,0.0,0.0,0.0,0.0,3407,234,37,3,5000000,7000000
253,Leeds United,Defender Left-Back,190.0,23.0,64,0.076595745,0.019148936,0.229787234,0.0,0.019148936,0.0,0.0,4700,44,6,2,20000000,20000000
254,Leeds United,Defender Left-Back,184.0,26.0,54,0.044932601,0.089865202,0.381927109,0.0,0.022466301,0.0,0.0,4006,373,51,2,12000000,25000000
256,Leeds United,Defender Right-Back,183.0,31.0,62,0.07553504,0.07553504,0.13218632,0.0,0.01888376,0.0,0.0,4766,253,41,3,2000000,5000000
257,Leeds United,Defender Right-Back,183.0,32.0,37,0.028607756,0.028607756,0.143038779,0.0,0.0,0.0,0.0,3146,549,77,1,2000000,4000000
258,Leeds United,midfield-DefensiveMidfield,175.0,24.0,63,0.0,0.020694413,0.269027363,0.020694413,0.0,0.0,0.0,4349,255,36,5,20000000,20000000
259,Leeds United,midfield-DefensiveMidfield,184.0,26.0,49,0.029354207,0.058708415,0.205479452,0.0,0.0,0.0,0.0,3066,112,17,6,15000000,30000000
260,Leeds United,midfield-CentralMidfield,185.0,24.0,70,0.125974805,0.053989202,0.161967606,0.0,0.0,0.0,0.0,5001,313,50,4,21000000,25000000
262,Leeds United,midfield-AttackingMidfield,177.0,22.0,82,0.126849894,0.206131078,0.04756871,0.0,0.0,0.0,0.0,5676,35,4,6,30000000,30000000
264,Leeds United,Attack-LeftWinger,175.0,26.0,78,0.242955964,0.182216973,0.075923739,0.0,0.0,0.0,0.0,5927,94,13,1,22000000,28000000
266,Leeds United,Attack-LeftWinger,170.0,19.0,81,0.334805859,0.209253662,0.397581958,0.0,0.0,0.0,0.0,4301,7,1,4,18000000,18000000
267,Leeds United,Attack-RightWinger,174.0,21.0,56,0.379080379,0.221130221,0.221130221,0.0,0.0,0.0,0.0,2849,7,1,1,12000000,12000000
268,Leeds United,Attack Centre-Forward,182.0,21.0,69,0.277544155,0.227081581,0.100925147,0.0,0.0,0.0,0.0,3567,58,2,0,22000000,22000000
274,Crystal Palace,Defender Centre-Back,182.0,22.0,82,0.061116393,0.012223279,0.146679343,0.0,0.0,0.0,0.0,7363,10,3,3,35000000,35000000
275,Crystal Palace,Defender Centre-Back,192.0,26.0,72,0.014427701,0.043283104,0.158704713,0.0,0.0,0.0,0.0,6238,83,12,0,32000000,32000000
279,Crystal Palace,Defender Left-Back,175.0,23.0,79,0.0,0.055693069,0.083539604,0.0,0.013923267,0.0,0.0,6464,224,5,0,28000000,28000000
281,Crystal Palace,Defender Right-Back,186.0,33.0,62,0.017110266,0.0,0.256653992,0.0,0.0,0.0,0.0,5260,160,25,0,2000000,5000000
282,Crystal Palace,midfield-DefensiveMidfield,180.0,23.0,72,0.014831905,0.103823336,0.222478576,0.014831905,0.014831905,0.0,0.0,6068,24,4,0,30000000,30000000
285,Crystal Palace,midfield-CentralMidfield,183.0,23.0,48,0.0,0.0,0.217016879,0.0,0.0,0.0,0.0,2903,265,31,0,15000000,16000000
289,Crystal Palace,midfield-LeftMidfield,178.0,30.0,73,0.131414268,0.075093867,0.187734668,0.0,0.0,0.0,0.0,4794,445,59,2,8000000,12000000
290,Crystal Palace,midfield-AttackingMidfield,178.0,24.0,59,0.265060241,0.120481928,0.096385542,0.0,0.0,0.0,0.0,3735,166,12,0,30000000,30000000
294,Crystal Palace,Attack Centre-Forward,192.0,25.0,61,0.382978723,0.034816248,0.208897485,0.0,0.0,0.0,0.0,2585,132,15,0,9000000,22000000
295,Crystal Palace,Attack Centre-Forward,182.0,31.0,75,0.123094959,0.123094959,0.123094959,0.0,0.0,0.0,0.0,5118,20,2,6,6000000,10000000
298,Fulham FC,Defender Centre-Back,194.0,26.0,55,0.041227668,0.061841503,0.123683005,0.0,0.0,0.0,0.0,4366,129,19,1,18000000,35000000
299,Fulham FC,Defender Centre-Back,196.0,25.0,73,0.042553191,0.028368794,0.09929078,0.0,0.014184397,0.0,0.0,6345,0,0,2,15000000,18000000
301,Fulham FC,Defender Centre-Back,186.0,35.0,82,0.024858445,0.024858445,0.087004557,0.0,0.0,0.0,0.0,7241,99,19,2,1000000,4000000
302,Fulham FC,Defender Left-Back,183.0,25.0,75,0.042755344,0.071258907,0.213776722,0.0,0.0,0.0,0.0,6315,238,38,3,12000000,12000000
304,Fulham FC,Defender Right-Back,180.0,27.0,56,0.064655172,0.129310345,0.193965517,0.0,0.0,0.0,0.0,4176,325,53,5,12000000,12000000
306,Fulham FC,midfield-DefensiveMidfield,190.0,27.0,79,0.101449275,0.0,0.333333333,0.0,0.014492754,0.0,0.0,6210,33,10,5,35000000,35000000
307,Fulham FC,midfield-CentralMidfield,181.0,28.0,84,0.045188285,0.090376569,0.180753138,0.0,0.0,0.0,0.0,5975,190,41,1,15000000,15000000
308,Fulham FC,midfield-CentralMidfield,183.0,26.0,68,0.142630745,0.089144216,0.28526149,0.0,0.0,0.0,0.0,5048,90,18,2,13000000,15000000
309,Fulham FC,midfield-CentralMidfield,185.0,32.0,66,0.185503263,0.123668842,0.154586053,0.0,0.0,0.0,0.0,2911,524,85,1,2000000,18000000
311,Fulham FC,midfield-AttackingMidfield,178.0,27.0,38,0.144974227,0.173969072,0.260953608,0.0,0.0,0.0,0.0,3104,104,20,6,16000000,20000000
312,Fulham FC,midfield-AttackingMidfield,170.0,30.0,85,0.198383542,0.132255694,0.198383542,0.0,0.0,0.0,0.0,5444,28,5,2,7000000,10000000
314,Fulham FC,Attack-LeftWinger,170.0,31.0,61,0.215025219,0.23891691,0.023891691,0.0,0.0,0.0,0.0,3767,354,54,1,3000000,5000000
317,Fulham FC,Attack-RightWinger,171.0,25.0,66,0.167508641,0.167508641,0.167508641,0.0,0.023929806,0.0,0.0,3761,79,15,0,13000000,28000000
323,AFC Bournemouth,Defender Centre-Back,189.0,20.0,53,0.0,0.019565217,0.176086957,0.019565217,0.019565217,0.0,0.0,4600,66,7,3,18000000,18000000
324,AFC Bournemouth,Defender Centre-Back,185.0,26.0,84,0.065674256,0.039404553,0.170753065,0.0,0.0,0.0,0.0,6852,50,7,0,17000000,20000000
325,AFC Bournemouth,Defender Centre-Back,190.0,24.0,66,0.015519917,0.046559752,0.124159338,0.0,0.0,0.0,0.0,5799,401,42,0,15000000,15000000
326,AFC Bournemouth,Defender Centre-Back,190.0,25.0,52,0.0,0.025132645,0.351857023,0.0,0.0,0.0,0.0,3581,222,18,0,6000000,13000000
327,AFC Bournemouth,Defender Centre-Back,185.0,29.0,35,0.0,0.0,0.26519337,0.0,0.0,0.0,0.0,2715,110,15,0,5000000,8000000
328,AFC Bournemouth,Defender Left-Back,175.0,25.0,56,0.063069376,0.063069376,0.220742817,0.0,0.0,0.0,0.0,2854,106,26,7,6000000,12000000
329,AFC Bournemouth,Defender Left-Back,173.0,23.0,56,0.058454211,0.038969474,0.155877896,0.0,0.0,0.0,0.0,4619,0,0,0,4000000,4000000
330,AFC Bournemouth,Defender Right-Back,180.0,27.0,41,0.0,0.065741417,0.197224251,0.0,0.0,0.0,0.0,2738,67,15,1,3000000,4000000
332,AFC Bournemouth,Defender Right-Back,174.0,32.0,60,0.0,0.091240876,0.310218978,0.0,0.018248175,0.0,0.0,4932,368,51,2,1500000,9000000
333,AFC Bournemouth,midfield-DefensiveMidfield,179.0,28.0,71,0.088307441,0.04415372,0.220768602,0.0,0.029435814,0.0,0.0,6115,220,26,1,15000000,25000000
334,AFC Bournemouth,midfield-CentralMidfield,193.0,26.0,80,0.253521127,0.154929577,0.253521127,0.0,0.0,0.0,0.0,6390,215,31,0,18000000,18000000
335,AFC Bournemouth,midfield-CentralMidfield,175.0,26.0,60,0.021387833,0.085551331,0.213878327,0.0,0.0,0.0,0.0,4208,610,74,2,10000000,20000000
336,AFC Bournemouth,midfield-CentralMidfield,185.0,28.0,65,0.060619668,0.222272115,0.181859003,0.0,0.0,0.0,0.0,4454,28,5,3,3500000,3500000
337,AFC Bournemouth,midfield-LeftMidfield,178.0,24.0,71,0.149625935,0.134663342,0.134663342,0.0,0.0,0.0,0.0,6015,0,0,0,15000000,15000000
